"rock","テキスト37","AREAKNB","テキスト38","3段","2段","1段",,"位置X","位置Y","方向","型","列数",,,,
"0H","2G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2M","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2N","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2O","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2P","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2Q","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","2R","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3M","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3N","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3O","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3P","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3Q","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","3R","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4M","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4N","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4O","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4P","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4Q","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4R","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4S","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4T","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","4U","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5M","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5N","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5O","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5P","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5Q","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5R","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5S","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5T","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","5U","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6M","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6N","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6O","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6P","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6Q","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","6R","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7M","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7N","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7O","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7P","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7Q","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","7R","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8M","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8N","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8O","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8P","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8Q","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8R","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8S","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8T","00:通常",1000,0,0,1,0,,,,,1,,,,
"0H","8U","00:通常",1000,0,0,1,0,,,,,1,,,,
"0J","01","00:通常",14000,4,1,0,0,,,,,1,,,,
"0J","02","00:通常",14000,4,1,0,0,,,,,1,,,,
"0J","03","00:通常",14000,4,1,0,0,,,,,1,,,,
"0J","04","00:通常",14000,4,1,0,0,,,,,1,,,,
"0J","05","00:通常",14000,4,1,0,0,,,,,1,,,,
"0J","06","00:通常",14000,4,1,0,0,,,,,1,,,,
"0J","07","00:通常",14000,4,1,0,0,,,,,1,,,,
"0J","08","00:通常",14000,4,1,0,0,,,,,1,,,,
"0J","09","00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",10,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",11,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",12,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",13,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",14,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",15,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",16,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",17,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",18,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",19,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",20,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",21,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",22,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",23,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",24,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",25,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",26,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",27,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",28,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",29,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",30,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",31,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",32,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",33,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",34,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",35,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",36,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",37,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",38,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",39,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",40,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J",41,"00:通常",14000,4,1,0,0,,,,,1,,,,
"0J","ZZ","00:通常",14000,4,1,0,0,,,,,1,,,,
"0Z","1A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","1L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2F","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2G","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2H","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2I","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2J","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2K","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","2L","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","3A","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","3B","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","3C","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","3D","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","3E","00:通常",1000,0,0,1,0,,,,,1,,,,
"0Z","3F","00:通常",1000,0,0,1,0,,,,,1,,,,
"1A","1P","00:通常",0,0,0,0,,,,,,1,,,,
"1A","2A","00:通常",30000,10,0,0,0,34.1,0,"↓",14,1,,,,
"1A","2B","00:通常",30000,10,0,0,0,32.5,0,"↓",14,1,,,,
"1A","2C","00:通常",30000,10,0,0,0,30.9,0,"↓",14,1,,,,
"1A","2D","00:通常",30000,10,0,0,0,29.3,0,"↓",14,1,,,,
"1A","2E","00:通常",30000,10,0,0,0,27.7,0,"↓",14,1,,,,
"1A","2F","00:通常",30000,10,0,0,0,24,0,"↓",14,1,,,,
"1A","2G","00:通常",30000,10,0,0,0,22.4,0,"↓",14,1,,,,
"1A","2H","00:通常",30000,10,0,0,0,20.8,0,"↓",14,1,,,,
"1A","2I","00:通常",30000,10,0,0,0,19.2,0,"↓",14,1,,,,
"1A","2J","00:通常",30000,10,0,0,0,17.6,0,"↓",14,1,,,,
"1A","2K","00:通常",30000,10,0,0,0,14.4,0,"↓",14,1,,,,
"1A","2L","00:通常",30000,10,0,0,0,12.8,0,"↓",14,1,,,,
"1A","2M","00:通常",30000,10,0,0,0,11.2,0,"↓",14,1,,,,
"1A","2N","00:通常",30000,10,0,0,0,9.6,0,"↓",14,1,,,,
"1A","2O","00:通常",30000,10,0,0,0,8,0,"↓",14,1,,,,
"1A","2P","00:通常",30000,10,0,0,0,4.8,0,"↓",14,1,,,,
"1A","2Q","00:通常",30000,10,0,0,0,3.2,0,"↓",14,1,,,,
"1A","2R","00:通常",30000,10,0,0,0,1.6,0,"↓",14,1,,,,
"1A","2S","00:通常",30000,10,0,0,0,0,0,"↓",14,1,,,,
"1A","2Z","00:通常",30000,10,0,0,,1.6,-2.9,"→",14,2,,,,
"1A","3A","00:通常",60000,20,0,0,0,27.8,-12.4,"←",14,1,,,,
"1A","3B","00:通常",30000,10,0,0,0,0,0,"↑",14,1,,,,
"1A","3C","00:通常",30000,10,0,0,0,1.6,0,"↑",14,1,,,,
"1A","3D","00:通常",30000,10,0,0,0,4.8,0,"↑",14,1,,,,
"1A","3E","00:通常",30000,10,0,0,0,6.4,0,"↑",14,1,,,,
"1A","3F","00:通常",30000,10,0,0,0,8,0,"↑",14,1,,,,
"1A","3G","00:通常",30000,10,0,0,0,9.6,0,"↑",14,1,,,,
"1A","3H","00:通常",30000,10,0,0,0,11.2,0,"↑",14,1,,,,
"1A","3I","00:通常",30000,10,0,0,0,14.4,0,"↑",14,1,,,,
"1A","3J","00:通常",30000,10,0,0,0,16,0,"↑",14,1,,,,
"1A","3K","00:通常",30000,10,0,0,0,17.6,0,"↑",14,1,,,,
"1A","3L","00:通常",30000,10,0,0,0,19.2,0,"↑",14,1,,,,
"1A","3M","00:通常",30000,10,0,0,0,20.8,0,"↑",14,1,,,,
"1A","3N","00:通常",30000,10,0,0,0,24.6,0,"↑",14,1,,,,
"1A","3O","00:通常",30000,10,0,0,0,26.2,0,"↑",14,1,,,,
"1A","3P","00:通常",30000,10,0,0,0,27.8,0,"↑",14,1,,,,
"1A","3Z","00:通常",0,0,0,0,,1.6,1.6,"→",14,1,,,,
"1A","4A","00:通常",21000,7,0,0,0,1.2,0,"↑",14,1,,,,
"1A","4B","00:通常",21000,7,0,0,0,2.8,0,"↑",14,1,,,,
"1A","4C","00:通常",21000,7,0,0,0,4.4,0,"↑",14,1,,,,
"1A","4D","00:通常",21000,7,0,0,0,6,0,"↑",14,1,,,,
"1A","4E","00:通常",21000,7,0,0,0,7.6,0,"↑",14,1,,,,
"1A","4F","00:通常",21000,7,0,0,0,9.2,0,"↑",14,1,,,,
"1A","4G","00:通常",21000,7,0,0,0,10.8,0,"↑",14,1,,,,
"1A","4H","00:通常",21000,7,0,0,0,12.4,0,"↑",14,1,,,,
"1A","4I","00:通常",21000,7,0,0,0,14,0,"↑",14,1,,,,
"1A","9P","10:引当不可",0,0,0,0,,,,,,1,,,,
"1B","2A","00:通常",15000,5,0,0,0,1.6,0,"↓",14,1,,,,
"1B","2B","00:通常",15000,5,0,0,0,3.2,0,"↓",14,1,,,,
"1B","2C","00:通常",15000,5,0,0,0,4.8,0,"↓",14,1,,,,
"1B","2D","00:通常",15000,5,0,0,0,6.4,0,"↓",14,1,,,,
"1B","2E","00:通常",15000,5,0,0,0,8,0,"↓",14,1,,,,
"1B","2F","00:通常",15000,5,0,0,0,9.6,0,"↓",14,1,,,,
"1B","2G","00:通常",15000,5,0,0,0,11.2,0,"↓",14,1,,,,
"1B","2H","00:通常",15000,5,0,0,0,12.8,0,"↓",14,1,,,,
"1B","2I","00:通常",15000,5,0,0,0,14.4,0,"↓",14,1,,,,
"1B","2J","00:通常",15000,5,0,0,0,16,0,"↓",14,1,,,,
"1B","2K","00:通常",15000,5,0,0,0,17.6,0,"↓",14,1,,,,
"1B","2L","00:通常",15000,5,0,0,0,19.2,0,"↓",14,1,,,,
"1B","2M","00:通常",15000,5,0,0,0,20.8,0,"↓",14,1,,,,
"1B","2N","00:通常",15000,5,0,0,0,22.4,0,"↓",14,1,,,,
"1B","2O",,15000,5,0,0,0,24,0,"↓",14,1,,,,
"1B","2Z","00:通常",0,0,0,0,,24,-3.4,"←",14,2,,,,
"1B","3A","00:通常",15000,5,0,0,0,1.6,1.2,"↑",14,1,,,,
"1B","3B","00:通常",15000,5,0,0,0,3.2,1.2,"↑",14,1,,,,
"1B","3C","00:通常",15000,5,0,0,0,4.8,1.2,"↑",14,1,,,,
"1B","3D","00:通常",15000,5,0,0,0,6.4,1.2,"↑",14,1,,,,
"1B","3E","00:通常",15000,5,0,0,0,8,1.2,"↑",14,1,,,,
"1B","3F","00:通常",15000,5,0,0,0,11.2,1.2,"↑",14,1,,,,
"1B","3G","00:通常",15000,5,0,0,0,12.8,1.2,"↑",14,1,,,,
"1B","3H","00:通常",15000,5,0,0,0,14.4,1.2,"↑",14,1,,,,
"1B","3I","00:通常",15000,5,0,0,0,16,1.2,"↑",14,1,,,,
"1B","3J","00:通常",15000,5,0,0,0,17.6,1.2,"↑",14,1,,,,
"1B","3K","00:通常",15000,5,0,0,0,20.8,1.2,"↑",14,1,,,,
"1B","3L","00:通常",15000,5,0,0,0,22.4,1.2,"↑",14,1,,,,
"1B","3M","00:通常",15000,5,0,0,0,24,1.2,"↑",14,1,,,,
"1B","3N","00:通常",15000,5,0,0,0,25.6,1.2,"↑",14,1,,,,
"1B","3O","00:通常",15000,5,0,0,0,27.2,1.2,"↑",14,1,,,,
"1B","3Z","00:通常",0,0,0,0,,27.2,2.5,"←",14,1,,,,
"1B","4A","00:通常",15000,5,0,0,0,1.6,-1.2,"↓",14,1,,,,
"1B","4B","00:通常",15000,5,0,0,0,3.2,-1.2,"↓",14,1,,,,
"1B","4C","00:通常",15000,5,0,0,0,4.8,-1.2,"↓",14,1,,,,
"1B","4D","00:通常",15000,5,0,0,0,6.4,-1.2,"↓",14,1,,,,
"1B","4E","00:通常",15000,5,0,0,0,8,-1.2,"↓",14,1,,,,
"1B","4F","00:通常",15000,5,0,0,0,9.6,-1.2,"↓",14,1,,,,
"1B","4G","00:通常",15000,5,0,0,0,11.2,-1.2,"↓",14,1,,,,
"1B","4H","00:通常",15000,5,0,0,0,12.8,-1.2,"↓",14,1,,,,
"1B","4I","00:通常",15000,5,0,0,0,16,-1.2,"↓",14,1,,,,
"1B","4J","00:通常",15000,5,0,0,0,17.6,-1.2,"↓",14,1,,,,
"1B","4K","00:通常",15000,5,0,0,0,19.2,-1.2,"↓",14,1,,,,
"1B","4L","00:通常",15000,5,0,0,0,20.8,-1.2,"↓",14,1,,,,
"1B","4M","00:通常",15000,5,0,0,0,24,-1.2,"↓",14,1,,,,
"1B","4N","00:通常",15000,5,0,0,0,25.6,-1.2,"↓",14,1,,,,
"1B","4O","00:通常",15000,5,0,0,0,27.2,-1.2,"↓",14,1,,,,
"1B","4P","00:通常",15000,5,0,0,0,28.8,-1.2,"↓",14,1,,,,
"1B","4Q","00:通常",15000,5,0,0,0,30.4,-1.2,"↓",14,1,,,,
"1B","4R","00:通常",15000,5,0,0,0,32,-1.2,"↓",14,1,,,,
"1B","4Z",,,,,,,22.4,-2.7,"←",14,2,,,,
"1b","01","00:通常",3000,1,0,0,0,0,0,"→",14,1,,,,
"1b","02","00:通常",3000,1,0,0,0,0,1.6,"→",14,1,,,,
"1b","03","00:通常",3000,1,0,0,0,0,3.2,"→",14,1,,,,
"1b","04","00:通常",3000,1,0,0,0,0,4.8,"→",14,1,,,,
"1b","05","00:通常",3000,1,0,0,0,0,6.4,"→",14,1,,,,
"1b","06","00:通常",3000,1,0,0,0,0,8,"→",14,1,,,,
"1B","5B","00:通常",15000,5,0,0,0,1.6,-1.2,"↑",14,1,,,,
"1B","5C","00:通常",15000,5,0,0,0,3.2,-1.2,"↑",14,1,,,,
"1B","5D","00:通常",15000,5,0,0,0,6.2,-1.2,"↑",14,1,,,,
"1B","5E","00:通常",15000,5,0,0,0,7.8,-1.2,"↑",14,1,,,,
"1B","5F","00:通常",15000,5,0,0,0,9.4,-1.2,"↑",14,1,,,,
"1B","5G","00:通常",15000,5,0,0,0,11,-1.2,"↑",14,1,,,,
"1B","5H","00:通常",15000,5,0,0,0,12.6,-1.2,"↑",14,1,,,,
"1B","5I","00:通常",15000,5,0,0,0,16,-1.2,"↑",14,1,,,,
"1B","5J","00:通常",15000,5,0,0,0,17.6,-1.2,"↑",14,1,,,,
"1B","5K","00:通常",15000,5,0,0,0,19.2,-1.2,"↑",14,1,,,,
"1B","5L","00:通常",15000,5,0,0,0,20.8,-1.2,"↑",14,1,,,,
"1B","5M","00:通常",15000,5,0,0,0,22.4,-1.2,"↑",14,1,,,,
"1B","5N","00:通常",12000,4,0,0,0,-1.2,-1.6,"→",14,1,,,,
"1B","5O","00:通常",12000,4,0,0,0,-1.2,-3.2,"→",14,1,,,,
"1B","5P","00:通常",12000,4,0,0,0,-1.2,-4.8,"→",14,1,,,,
"1B","5Q","00:通常",12000,4,0,0,0,-1.2,-6.4,"→",14,1,,,,
"1B","5R","00:通常",12000,4,0,0,0,-1.2,-8,"→",14,1,,,,
"1B","5Z","00:通常",0,0,0,0,,22.4,0.2,"←",14,1,,,,
"1B","6A","00:通常",8000,0,4,0,0,1.6,0,"↓",14,1,,,,
"1B","6B","00:通常",8000,0,4,0,0,3.2,0,"↓",14,1,,,,
"1B","6C","00:通常",8000,0,4,0,0,6.2,0,"↓",14,1,,,,
"1B","6D","00:通常",8000,0,4,0,0,7.8,0,"↓",14,1,,,,
"1B","6E","00:通常",8000,0,4,0,0,9.4,0,"↓",14,1,,,,
"1B","6F","00:通常",8000,0,4,0,0,11,0,"↓",14,1,,,,
"1B","6G","00:通常",8000,0,4,0,0,12.6,0,"↓",14,1,,,,
"1B","6H","00:通常",8000,0,4,0,0,16,0,"↓",14,1,,,,
"1B","6I","00:通常",8000,0,4,0,0,17.6,0,"↓",14,1,,,,
"1B","6J","00:通常",8000,0,4,0,0,19.2,0,"↓",14,1,,,,
"1B","6K","00:通常",8000,0,4,0,0,20.8,0,"↓",14,1,,,,
"1B","6L","00:通常",8000,0,4,0,0,22.4,0,"↓",14,1,,,,
"1Z","1P","10:引当不可",0,0,0,0,,,,,14,1,,,,
"1Z","ZZ","10:引当不可",0,0,0,0,,,,,14,1,,,,
"2C","1F","00:通常",9000,3,0,0,0,,,,14,1,,,,
"2C","2A","00:通常",24000,8,0,0,0,19.4,-1.2,"↑",14,1,,,,
"2C","2B","00:通常",24000,8,0,0,0,17.8,-1.2,"↑",14,1,,,,
"2C","2C","00:通常",24000,8,0,0,0,16.2,-1.2,"↑",14,1,,,,
"2C","2D","00:通常",24000,8,0,0,0,14.6,-1.2,"↑",14,1,,,,
"2C","2E","00:通常",24000,8,0,0,0,13,-1.2,"↑",14,1,,,,
"2C","2F","00:通常",24000,8,0,0,0,11.4,-1.2,"↑",14,1,,,,
"2C","2G","00:通常",24000,8,0,0,0,8.2,-1.2,"↑",14,1,,,,
"2C","2H","00:通常",24000,8,0,0,0,6.6,-1.2,"↑",14,1,,,,
"2C","2I","00:通常",24000,8,0,0,0,5,-1.2,"↑",14,1,,,,
"2C","2J","00:通常",24000,8,0,0,0,3.4,-1.2,"↑",14,1,,,,
