"rock","テキスト37","AREAKNB","テキスト38","3段","2段","1段",,"位置X","位置Y","方向","型","列数",,,,
"2C","2K","00:通常",24000,8,0,0,0,1.8,-1.2,"↑",14,1,,,,
"2C","2Z","00:通常",0,0,0,0,,1.8,3,"→",14,2,,,,
"2c","01","00:通常",6000,2,0,0,0,0,0,"←",14,1,,,,
"2c","02","00:通常",6000,2,0,0,0,0,1.6,"←",14,1,,,,
"2c","03","00:通常",6000,2,0,0,0,0,3.2,"←",14,1,,,,
"2c","04","00:通常",6000,2,0,0,0,0,6.8,"←",14,1,,,,
"2c","05","00:通常",6000,2,0,0,0,0,8.4,"←",14,1,,,,
"2c","06","00:通常",6000,2,0,0,0,0,10,"←",14,1,,,,
"2C","3B","00:通常",30000,10,0,0,0,0,-1.2,"↑",14,1,,,,
"2C","3C","00:通常",30000,10,0,0,0,-1.6,-1.2,"↑",14,1,,,,
"2C","3D","00:通常",30000,10,0,0,0,-3.2,-1.2,"↑",14,1,,,,
"2C","3E","00:通常",30000,10,0,0,0,-4.8,-1.2,"↑",14,1,,,,
"2C","3F","00:通常",30000,10,0,0,0,-8,-1.2,"↑",14,1,,,,
"2C","3G","00:通常",30000,10,0,0,0,-9.6,-1.2,"↑",14,1,,,,
"2C","3H","00:通常",30000,10,0,0,0,-11.2,-1.2,"↑",14,1,,,,
"2C","3I","00:通常",30000,10,0,0,0,-12.8,-1.2,"↑",14,1,,,,
"2C","3J","00:通常",30000,10,0,0,0,-14.4,-1.2,"↑",14,1,,,,
"2C","3K","00:通常",30000,10,0,0,0,-17.6,-1.2,"↑",14,1,,,,
"2C","3L","00:通常",30000,10,0,0,0,-19.2,-1.2,"↑",14,1,,,,
"2C","3M","00:通常",30000,10,0,0,0,-20.8,-1.2,"↑",14,1,,,,
"2C","3N","00:通常",30000,10,0,0,0,-22.4,-1.2,"↑",14,1,,,,
"2d",11,"00:通常",3000,1,0,0,0,0,0,"→",14,1,,,,
"2d",12,"00:通常",3000,1,0,0,0,0,1.6,"→",14,1,,,,
"2d",13,"00:通常",3000,1,0,0,0,0,3.2,"→",14,1,,,,
"2d",14,"00:通常",3000,1,0,0,0,0,4.8,"→",14,1,,,,
"2d",15,"00:通常",3000,1,0,0,0,0,6.4,"→",14,1,,,,
"2d",16,"00:通常",3000,1,0,0,0,0,8,"→",14,1,,,,
"2D","1B","00:通常",30000,9,0,0,0,1.6,0,"↓",14,1,,,,
"2D","1C","00:通常",30000,9,0,0,0,3.2,0,"↓",14,1,,,,
"2D","1D","00:通常",30000,9,0,0,0,6.4,0,"↓",14,1,,,,
"2D","1E","00:通常",30000,9,0,0,0,8,0,"↓",14,1,,,,
"2D","1F","00:通常",30000,9,0,0,0,9.6,0,"↓",14,1,,,,
"2D","1G","00:通常",30000,9,0,0,0,11.2,0,"↓",14,1,,,,
"2D","1H","00:通常",30000,9,0,0,0,12.8,0,"↓",14,1,,,,
"2D","1I","00:通常",30000,9,0,0,0,16,0,"↓",14,1,,,,
"2D","1J","00:通常",30000,9,0,0,0,17.6,0,"↓",14,1,,,,
"2D","1K","00:通常",30000,9,0,0,0,19.2,0,"↓",14,1,,,,
"2D","1L","00:通常",30000,9,0,0,0,20.8,0,"↓",14,1,,,,
"2D","1M","00:通常",30000,9,0,0,0,22.4,0,"↓",14,1,,,,
"2D","1N","00:通常",30000,9,0,0,0,26.6,0,"↓",14,1,,,,
"2D","1O","00:通常",30000,9,0,0,0,28.2,0,"↓",14,1,,,,
"2D","1P","00:通常",30000,9,0,0,0,29.8,0,"↓",14,1,,,,
"2D","1Q","00:通常",30000,9,0,0,0,31.4,0,"↓",14,1,,,,
"2D","1R","00:通常",30000,9,0,0,0,33,0,"↓",14,1,,,,
"2D","1S","00:通常",30000,10,0,0,0,,,,14,1,,,,
"2D","1Z","00:通常",0,0,0,0,,33,-3.4,"←",14,2,,,,
"2d",21,"00:通常",3000,1,0,0,0,0,0,"→",14,1,,,,
"2d",22,"00:通常",3000,1,0,0,0,0,1.6,"→",14,1,,,,
"2d",23,"00:通常",3000,1,0,0,0,0,3.2,"→",14,1,,,,
"2d",24,"00:通常",3000,1,0,0,0,0,4.8,"→",14,1,,,,
"2d",25,"00:通常",3000,1,0,0,0,0,6.4,"→",14,1,,,,
"2d",26,"00:通常",3000,1,0,0,0,0,8,"→",14,1,,,,
"2d",27,"00:通常",3000,1,0,0,0,0,9.6,"→",14,1,,,,
"2D","2B","00:通常",30000,10,0,0,0,1.6,-1.2,"↑",14,1,,,,
"2D","2C","00:通常",30000,10,0,0,0,3.2,-1.2,"↑",14,1,,,,
"2D","2D","00:通常",30000,10,0,0,0,6.4,-1.2,"↑",14,1,,,,
"2D","2E","00:通常",30000,10,0,0,0,8,-1.2,"↑",14,1,,,,
"2D","2F","00:通常",30000,10,0,0,0,9.6,-1.2,"↑",14,1,,,,
"2D","2G","00:通常",30000,10,0,0,0,11.2,-1.2,"↑",14,1,,,,
"2D","2H","00:通常",30000,10,0,0,0,12.8,-1.2,"↑",14,1,,,,
"2D","2I","00:通常",30000,10,0,0,0,16,-1.2,"↑",14,1,,,,
"2D","2J","00:通常",30000,10,0,0,0,17.6,-1.2,"↑",14,1,,,,
"2D","2K","00:通常",30000,10,0,0,0,19.2,-1.2,"↑",14,1,,,,
"2D","2L","00:通常",30000,10,0,0,0,20.8,-1.2,"↑",14,1,,,,
"2D","2M","00:通常",30000,10,0,0,0,22.4,-1.2,"↑",14,1,,,,
"2D","2N","00:通常",30000,10,0,0,0,26.6,-1.2,"↑",14,1,,,,
"2D","2O","00:通常",30000,10,0,0,0,28.2,-1.2,"↑",14,1,,,,
"2D","2P","00:通常",30000,10,0,0,0,29.8,-1.2,"↑",14,1,,,,
"2D","2Q","00:通常",30000,10,0,0,0,31.4,-1.2,"↑",14,1,,,,
"2D","2R","00:通常",30000,10,0,0,0,33,-1.2,"↑",14,1,,,,
"2D","2Z",,,,,,,33,0.2,"←",14,1,,,,
"2E","1A","00:通常",15000,5,0,0,0,,,,,1,,,,
"2E","1B","00:通常",30000,10,0,0,0,,,,,1,,,,
"2E","1C","00:通常",30000,10,0,0,0,,,,,1,,,,
"2E","1D","00:通常",30000,10,0,0,0,,,,,1,,,,
"2E","1E","00:通常",30000,10,0,0,0,,,,,1,,,,
"2E","1F","00:通常",30000,10,0,0,0,0,-1.2,"↑",14,1,,,,
"2E","1G","00:通常",30000,10,0,0,0,-1.6,-1.2,"↑",14,1,,,,
"2E","1H","00:通常",30000,10,0,0,0,-3.2,-1.2,"↑",14,1,,,,
"2E","1I","00:通常",30000,10,0,0,0,-4.8,-1.2,"↑",14,1,,,,
"2E","1J","00:通常",30000,10,0,0,0,-6.4,-1.2,"↑",14,1,,,,
"2E","1K","00:通常",30000,10,0,0,0,-8,-1.2,"↑",14,1,,,,
"2E","1L","00:通常",30000,10,0,0,0,-9.6,-1.2,"↑",14,1,,,,
"2E","1M","00:通常",30000,10,0,0,0,-11.2,-1.2,"↑",14,1,,,,
"2E","1N","00:通常",30000,10,0,0,0,-12.8,-1.2,"↑",14,1,,,,
"2E","1O","00:通常",30000,10,0,0,0,-14.4,-1.2,"↑",14,1,,,,
"2E","1P","00:通常",30000,10,0,0,0,-16,-1.2,"↑",14,1,,,,
"2E",11,,,,2,,,1.2,0,"→",14,1,,,,
"2E",12,,,,3,,,1.2,1.6,"→",14,1,,,,
"2E",13,,,4,,,,1.2,3.2,"→",14,1,,,,
"2E",14,,,4,,,,1.2,4.8,"→",14,1,,,,
"2E",15,,,4,,,,1.2,6.4,"→",14,1,,,,
"2E",16,,,4,,,,1.2,8,"→",14,1,,,,
"2E",17,,,4,,,,1.2,9.6,"→",14,1,,,,
"2E",18,,,4,,,,1.2,11.2,"→",14,1,,,,
"2E","2A","00:通常",30000,10,0,0,0,0,-1.2,"↑",14,1,,,,
"2E","2B","00:通常",30000,10,0,0,0,-1.6,-1.2,"↑",14,1,,,,
"2E","2C","00:通常",30000,10,0,0,0,-3.2,-1.2,"↑",14,1,,,,
"2E","2D","00:通常",30000,10,0,0,0,-4.8,-1.2,"↑",14,1,,,,
"2E","2E","00:通常",30000,10,0,0,0,-6.4,-1.2,"↑",14,1,,,,
"2E","2F","00:通常",30000,10,0,0,0,-8,-1.2,"↑",14,1,,,,
"2E","2G","00:通常",30000,10,0,0,0,-9.6,-1.2,"↑",14,1,,,,
"2E","2H","00:通常",30000,10,0,0,0,-11.2,-1.2,"↑",14,1,,,,
"2E","2I","00:通常",30000,10,0,0,0,-12.8,-1.2,"↑",14,1,,,,
"2E","2J","00:通常",30000,10,0,0,0,-14.4,-1.2,"↑",14,1,,,,
"2E","2K","00:通常",30000,10,0,0,0,-16,-1.2,"↑",14,1,,,,
"2E","2L","00:通常",30000,10,0,0,0,-17.6,-1.2,"↑",14,1,,,,
"2E","2M","00:通常",30000,10,0,0,0,-19.2,-1.2,"↑",14,1,,,,
"2E","2N","00:通常",30000,10,0,0,0,-20.8,-1.2,"↑",14,1,,,,
"2E","2O","00:通常",30000,10,0,0,0,-22.4,-1.2,"↑",14,1,,,,
"2E","2P","00:通常",30000,10,0,0,0,-24,-1.2,"↑",14,1,,,,
"2E","2Q","00:通常",30000,10,0,0,0,-25.6,-1.2,"↑",14,1,,,,
"2E","3A","00:通常",30000,10,0,0,0,0,-1.2,"↑",14,1,,,,
"2E","3B","00:通常",30000,10,0,0,0,-1.6,-1.2,"↑",14,1,,,,
"2E","3C","00:通常",30000,10,0,0,0,-3.2,-1.2,"↑",14,1,,,,
"2E","3D","00:通常",30000,10,0,0,0,-4.8,-1.2,"↑",14,1,,,,
"2E","3E","00:通常",30000,10,0,0,0,-6.4,-1.2,"↑",14,1,,,,
"2E","3F","00:通常",30000,10,0,0,0,-8,-1.2,"↑",14,1,,,,
"2E","3G","00:通常",30000,10,0,0,0,-9.6,-1.2,"↑",14,1,,,,
"2E","3H","00:通常",30000,10,0,0,0,-11.2,-1.2,"↑",14,1,,,,
"2E","3I","00:通常",30000,10,0,0,0,-12.8,-1.2,"↑",14,1,,,,
"2E","3J","00:通常",30000,10,0,0,0,-14.4,-1.2,"↑",14,1,,,,
"2E","3K","00:通常",30000,10,0,0,0,-16,-1.2,"↑",14,1,,,,
"2E","3L","00:通常",30000,10,0,0,0,-17.6,-1.2,"↑",14,1,,,,
"2E","3M","00:通常",30000,10,0,0,0,-19.2,-1.2,"↑",14,1,,,,
"2E","3N","00:通常",30000,10,0,0,0,-20.8,-1.2,"↑",14,1,,,,
"2E","3O","00:通常",30000,10,0,0,0,-22.4,-1.2,"↑",14,1,,,,
"2E","3P","00:通常",15000,10,0,0,0,-24,-1.2,"↑",14,1,,,,
"2E","3Q","00:通常",15000,5,0,0,0,,,,14,1,,,,
"2E","3R","00:通常",15000,5,0,0,0,,,,14,1,,,,
"2E","3S","00:通常",15000,5,0,0,0,,,,14,1,,,,
"2E","3T","00:通常",15000,5,0,0,0,,,,14,1,,,,
"2E","3Z","00:通常",0,0,0,0,,,,,14,1,,,,
"2E","4A","00:通常",30000,10,0,0,0,1.6,0,"↓",14,1,,,,
"2E","4B","00:通常",30000,10,0,0,0,3.2,0,"↓",14,1,,,,
"2E","4C","00:通常",30000,10,0,0,0,4.8,0,"↓",14,1,,,,
"2E","4D","00:通常",30000,10,0,0,0,6.4,0,"↓",14,1,,,,
"2E","4E","00:通常",30000,10,0,0,0,8,0,"↓",14,1,,,,
"2E","4F","00:通常",30000,10,0,0,0,9.6,0,"↓",14,1,,,,
"2E","4G","00:通常",30000,10,0,0,0,11.2,0,"↓",14,1,,,,
"2E","4H","00:通常",30000,10,0,0,0,12.8,0,"↓",14,1,,,,
"2E","4I","00:通常",30000,10,0,0,0,14.4,0,"↓",14,1,,,,
"2E","4J","00:通常",30000,10,0,0,0,16,0,"↓",14,1,,,,
"2E","4K","00:通常",30000,10,0,0,0,17.6,0,"↓",14,1,,,,
"2E","4L","00:通常",30000,10,0,0,0,19.2,0,"↓",14,1,,,,
"2E","4M","00:通常",30000,10,0,0,0,20.8,0,"↓",14,1,,,,
"2E","4N","00:通常",30000,10,0,0,0,22.4,0,"↓",14,1,,,,
"2E","4O","00:通常",30000,10,0,0,0,24,0,"↓",14,1,,,,
"2E","4P","00:通常",30000,10,0,0,0,25.6,0,"↓",14,1,,,,
"2E","4Q","00:通常",30000,10,0,0,0,27.2,0,"↓",14,1,,,,
"2E","4R","00:通常",30000,10,0,0,0,28.8,0,"↓",14,1,,,,
"2E","4S","00:通常",30000,10,0,0,0,30.4,0,"↓",14,1,,,,
"2E","4T","00:通常",30000,10,0,0,0,32,0,"↓",14,1,,,,
"2E","5A","00:通常",30000,10,0,0,0,1.6,0,"↓",14,1,,,,
"2E","5B","00:通常",30000,10,0,0,0,3.2,0,"↓",14,1,,,,
"2E","5C","00:通常",30000,10,0,0,0,4.8,0,"↓",14,1,,,,
"2E","5D","00:通常",30000,10,0,0,0,6.4,0,"↓",14,1,,,,
"2E","5E","00:通常",30000,10,0,0,0,8,0,"↓",14,1,,,,
"2E","5F","00:通常",30000,10,0,0,0,9.6,0,"↓",14,1,,,,
"2E","5G","00:通常",30000,10,0,0,0,11.2,0,"↓",14,1,,,,
"2E","5H","00:通常",30000,10,0,0,0,12.8,0,"↓",14,1,,,,
"2E","5I","00:通常",30000,10,0,0,0,14.4,0,"↓",14,1,,,,
"2E","5J","00:通常",30000,10,0,0,0,16,0,"↓",14,1,,,,
"2E","5K","00:通常",30000,10,0,0,0,17.6,0,"↓",14,1,,,,
"2E","5L","00:通常",30000,10,0,0,0,19.2,0,"↓",14,1,,,,
"2E","5M","00:通常",30000,10,0,0,0,20.8,0,"↓",14,1,,,,
"2E","5N","00:通常",30000,10,0,0,0,22.4,0,"↓",14,1,,,,
"2E","5O","00:通常",30000,10,0,0,0,24,0,"↓",14,1,,,,
"2E","5P","00:通常",30000,10,0,0,0,25.6,0,"↓",14,1,,,,
"2E","5Q","00:通常",30000,10,0,0,0,27.2,0,"↓",14,1,,,,
"2E","5R","00:通常",30000,10,0,0,0,28.8,0,"↓",14,1,,,,
"2E","5S","00:通常",30000,10,0,0,0,30.4,0,"↓",14,1,,,,
"2E","5T","00:通常",30000,10,0,0,0,32,0,"↓",14,1,,,,
"2E","5U","00:通常",30000,10,0,0,0,33.6,0,"↓",14,1,,,,
"2E","5V","00:通常",90000,30,0,0,0,,,,14,1,,,,
"2E",51,,,4,,,,1.2,0,"→",14,1,,,,
"2E",52,,,4,,,,1.2,1.6,"→",14,1,,,,
"2E",53,,,4,,,,1.2,3.2,"→",14,1,,,,
"2E",54,,,4,,,,1.2,4.8,"→",14,1,,,,
"2E",55,,,4,,,,1.2,6.4,"→",14,1,,,,
"2E",56,,,4,,,,1.2,8,"→",14,1,,,,
"2E",57,,,4,,,,1.2,9.6,"→",14,1,,,,
"3F","1A","00:通常",30000,9,0,0,0,1.6,0,"↓",14,1,,,,
"3F","1B","00:通常",30000,9,0,0,0,3.2,0,"↓",14,1,,,,
"3F","1C","00:通常",30000,9,0,0,0,4.8,0,"↓",14,1,,,,
"3F","1D","00:通常",30000,10,0,0,0,11.6,-1.2,"↓",14,1,,,,
"3F","1E","00:通常",30000,10,0,0,0,13.2,-1.2,"↓",14,1,,,,
"3F","1F","00:通常",30000,10,0,0,0,14.8,-1.2,"↓",14,1,,,,
"3F","1G","00:通常",30000,10,0,0,0,16.4,-1.2,"↓",14,1,,,,
"3F","1H","00:通常",30000,10,0,0,0,18,-1.2,"↓",14,1,,,,
"3F","1I","00:通常",30000,10,0,0,0,19.6,-1.2,"↓",14,1,,,,
"3F","1J","00:通常",30000,10,0,0,0,21.2,-1.2,"↓",14,1,,,,
"3F","1K","00:通常",30000,10,0,0,0,22.8,-1.2,"↓",14,1,,,,
"3F","1L","00:通常",30000,10,0,0,0,24.4,-1.2,"↓",14,1,,,,
"3F","1M","00:通常",30000,10,0,0,0,26,-1.2,"↓",14,1,,,,
"3F","1N","00:通常",30000,10,0,0,0,27.6,-1.2,"↓",14,1,,,,
"3F","1O","00:通常",30000,10,0,0,0,29.2,-1.2,"↓",14,1,,,,
"3F","1P","00:通常",30000,10,0,0,0,30.8,-1.2,"↓",14,1,,,,
"3F","1Q","00:通常",30000,10,0,0,0,,,,14,1,,,,
"3F","1R","00:通常",10000,2,2,0,0,,,,14,1,,,,
"3F","1S","00:通常",10000,2,2,0,0,,,,14,1,,,,
"3F","1Z","00:通常",0,0,0,0,,,,,14,1,,,,
"3F","2A","00:通常",30000,10,0,0,0,1.6,-1.2,"↑",14,1,,,,
"3F","2B","00:通常",20000,0,10,0,0,3.2,-1.2,"↑",14,1,,,,
"3F","2C","00:通常",30000,10,0,0,0,4.8,-1.2,"↑",14,1,,,,
"3F","2D","00:通常",30000,10,0,0,0,6.4,-1.2,"↑",14,1,,,,
"3F","2E","00:通常",30000,10,0,0,0,8,-1.2,"↑",14,1,,,,
"3F","2F","00:通常",30000,10,0,0,0,9.6,-1.2,"↑",14,1,,,,
"3F","2G","00:通常",30000,10,0,0,0,11.2,-1.2,"↑",14,1,,,,
"3F","2H","00:通常",30000,10,0,0,0,12.8,-1.2,"↑",14,1,,,,
"3F","2I","00:通常",30000,10,0,0,0,14.4,-1.2,"↑",14,1,,,,
"3F","2J","00:通常",30000,10,0,0,0,16,-1.2,"↑",14,1,,,,
"3F","2K","00:通常",30000,10,0,0,0,17.6,-1.2,"↑",14,1,,,,
"3F","2Z","00:通常",0,0,0,0,,,,,14,1,,,,
"3F","3A","00:通常",0,0,0,0,,,,,14,1,,,,
"3F","3B","00:通常",0,0,0,0,,,,,14,1,,,,
"3F","3C","00:通常",0,0,0,0,,,,,14,1,,,,
"3F","4A","00:通常",15000,5,0,0,0,,,,14,1,,,,
"3F","4B","00:通常",15000,5,0,0,0,0,0,"←",14,1,,,,
"3F","4C","00:通常",15000,5,0,0,0,0,1.6,"←",14,1,,,,
"3F","4D","00:通常",15000,5,0,0,0,0,3.2,"←",14,1,,,,
"3F","4E","00:通常",15000,5,0,0,0,0,4.8,"←",14,1,,,,
"3F","4F","00:通常",15000,5,0,0,0,0,6.4,"←",14,1,,,,
"3F","4G","00:通常",15000,5,0,0,0,0,8,"←",14,1,,,,
"3F","4H","00:通常",15000,5,0,0,0,0,9.6,"←",14,1,,,,
"3F","4I","00:通常",15000,5,0,0,0,0,11.2,"←",14,1,,,,
"4G","01","00:通常",10000,0,5,0,0,,,,,1,,52,59,
"4G","02","00:通常",10000,0,5,0,0,,,,,1,,,,
"4G","03","00:通常",10000,0,5,0,0,,,,,1,,,,
"4G","04","00:通常",10000,0,5,0,0,6.8,4.8,"↑",14,1,30.5,,,
"4G","05","00:通常",10000,0,5,0,0,8.4,4.8,"↑",14,1,30.5,,,
"4G","06","00:通常",10000,0,5,0,0,10,4.8,"↑",14,1,30.5,,,
"4G","07","00:通常",10000,0,5,0,0,11.6,4.8,"↑",14,1,30.5,,,
"4G","08","00:通常",10000,0,5,0,0,13.2,4.8,"↑",14,1,30.5,,,
"4G","09","00:通常",10000,0,5,0,0,14.8,4.8,"↑",14,1,30.5,,,
"4G",10,"00:通常",10000,0,5,0,0,16.4,4.8,"↑",14,1,30.5,,,
"4G",11,"00:通常",20000,0,10,0,0,1.6,9.2,"↓",14,1,35.5,,,
"4G",12,"00:通常",20000,0,10,0,0,3.2,9.2,"↓",14,1,35.5,,,
"4G",13,"00:通常",20000,0,10,0,0,4.8,9.2,"↓",14,1,35.5,,,
"4G",14,"00:通常",20000,0,10,0,0,6.4,9.2,"↓",14,1,35.5,,,
"4G",15,"00:通常",20000,0,10,0,0,8,9.2,"↓",14,1,35.5,,,
"4G",16,"00:通常",20000,0,10,0,0,9.6,9.2,"↓",14,1,35.5,,,
"4G",17,"00:通常",20000,0,10,0,0,11.2,9.2,"↓",14,1,35.5,,,
"4G",18,"00:通常",20000,0,10,0,0,12.8,9.2,"↓",14,1,35.5,,,
"4G",19,"00:通常",20000,0,10,0,0,14.4,9.2,"↓",14,1,35.5,,,
"4G","1A","00:通常",20000,0,10,0,0,1.6,0,"↓",14,1,35.5,,,
"4G","1B","00:通常",20000,0,10,0,0,3.2,0,"↓",14,1,35.5,,,
"4G","1C","00:通常",20000,0,10,0,0,4.8,0,"↓",14,1,35.5,,,
"4G","1D","00:通常",20000,0,10,0,0,6.4,0,"↓",14,1,35.5,,,
"4G","1E","00:通常",20000,0,10,0,0,8,0,"↓",14,1,35.5,,,
"4G","1F","00:通常",20000,0,10,0,0,9.6,0,"↓",14,1,35.5,,,
"4G","1G","00:通常",20000,0,10,0,0,11.2,0,"↓",14,1,35.5,,,
"4G","1H","00:通常",20000,0,10,0,0,12.8,0,"↓",14,1,35.5,,,
"4G","1I","00:通常",20000,0,10,0,0,14.4,0,"↓",14,1,35.5,,,
"4G","1J","00:通常",20000,0,10,0,0,16,0,"↓",14,1,35.5,,,
"4G","1K","00:通常",20000,0,10,0,0,17.6,0,"↓",14,1,35.5,,,
"4G","1L","00:通常",20000,0,10,0,0,19.2,0,"↓",14,1,35.5,,,
"4G","1M","00:通常",20000,0,10,0,0,20.8,0,"↓",14,1,35.5,,,
"4G","1Z","00:通常",0,0,0,0,,,,,14,1,,,,
"4G","2A","00:通常",10000,0,5,0,0,1.6,4.8,"↑",14,1,30.5,,,
"4G","2B","00:通常",10000,0,5,0,0,3.2,4.8,"↑",14,1,30.5,,,
"4G","2C","00:通常",10000,0,5,0,0,4.8,4.8,"↑",14,1,30.5,,,
"4G","2D","00:通常",10000,0,5,0,0,6.4,4.8,"↑",14,1,30.5,,,
"4G","2E","00:通常",10000,0,5,0,0,8,4.8,"↑",14,1,30.5,,,
"4G","2F","00:通常",10000,0,5,0,0,9.6,4.8,"↑",14,1,30.5,,,
"4G","2G","00:通常",10000,0,5,0,0,11.2,4.8,"↑",14,1,30.5,,,
"4G","2H","00:通常",10000,0,5,0,0,12.8,4.8,"↑",14,1,30.5,,,
"4G","2I","00:通常",10000,0,5,0,0,14.4,4.8,"↑",14,1,30.5,,,
"4G","2J","00:通常",10000,0,5,0,0,16,4.8,"↑",14,1,30.5,,,
"4G","2K","00:通常",10000,0,5,0,0,17.6,4.8,"↑",14,1,30.5,,,
"4G","2L","00:通常",10000,0,5,0,0,19.2,4.8,"↑",14,1,30.5,,,
"4H","1A","00:通常",12000,0,6,0,0,1.2,0,"→",14,1,4.5,,,
"4H","1B","00:通常",12000,0,6,0,0,1.2,1.6,"→",14,1,6.1,,,
"4H","1C","00:通常",12000,0,6,0,0,1.2,3.2,"→",14,1,7.7,,,
"4H","1D","00:通常",12000,0,6,0,0,1.2,4.8,"→",14,1,9.3,,,
"4H","1E","00:通常",12000,0,6,0,0,1.2,6.4,"→",14,1,10.9,,,
"4H","1F","00:通常",12000,0,6,0,0,8.8,6,"↑",14,1,10.5,,,
"4H","1G","00:通常",12000,0,6,0,0,10.4,6,"↑",14,1,10.5,,,
"4H","1H","00:通常",12000,0,6,0,0,12,6,"↑",14,1,10.5,,,
"4H","1I","00:通常",12000,0,6,0,0,13.6,6,"↑",14,1,10.5,,,
"4H","1J","00:通常",12000,0,6,0,0,15.2,6,"↑",14,1,10.5,,,
"4H","1K","00:通常",12000,0,6,0,0,16.8,6,"↑",14,1,10.5,,,
"4H","1L","00:通常",12000,0,6,0,0,18.4,6,"↑",14,1,10.5,,,
"4H","1M","00:通常",12000,0,6,0,0,20,6,"↑",14,1,10.5,,,
"4H","1N","00:通常",12000,0,6,0,0,21.6,6,"↑",14,1,10.5,,,
"4H","1O","00:通常",12000,0,6,0,0,23.2,6,"↑",14,1,10.5,,,
"4H","1P","00:通常",12000,0,6,0,0,24.8,6,"↑",14,1,10.5,,,
"4H","1Q","00:通常",12000,0,6,0,0,26.4,6,"↑",14,1,10.5,,,
"4H","1R","00:通常",12000,0,6,0,0,28,6,"↑",14,1,10.5,,,
"4H","1Z","00:通常",0,0,4,0,,,,,14,1,,,,
"4H","2A","00:通常",8000,0,4,0,0,1.6,2.4,"↓",14,1,19,,,
"4H","2B","00:通常",8000,0,4,0,0,3.2,2.4,"↓",14,1,19,,,
"4H","2C","00:通常",8000,0,4,0,0,4.8,2.4,"↓",14,1,19,,,
"4H","2D","00:通常",10000,0,6,0,0,6.4,0,"↓",14,1,16.6,,,
"4H","2E","00:通常",10000,0,6,0,0,8,0,"↓",14,1,16.6,,,
"4H","2F","00:通常",14000,0,6,0,0,9.6,0,"↓",14,1,16.6,,,
"4H","2G","00:通常",14000,0,6,0,0,11.2,0,"↓",14,1,16.6,,,
"4H","2H","00:通常",14000,0,6,0,0,12.8,0,"↓",14,1,16.6,,,
"4H","2I","00:通常",14000,0,6,0,0,14.4,0,"↓",14,1,16.6,,,
"4H","2J","00:通常",14000,0,6,0,0,16,0,"↓",14,1,16.6,,,
"4H","2K","00:通常",14000,0,6,0,0,17.6,0,"↓",14,1,16.6,,,
"4H","2L","00:通常",14000,0,6,0,0,19.2,0,"↓",14,1,16.6,,,
"4H","2M","00:通常",14000,0,6,0,0,20.8,0,"↓",14,1,16.6,,,
"4H","2N","00:通常",14000,0,6,0,0,22.4,0,"↓",14,1,16.6,,,
"4H","2O","00:通常",14000,0,6,0,0,24,0,"↓",14,1,16.6,,,
