"rock","テキスト37","AREAKNB","テキスト38","3段","2段","1段",,"位置X","位置Y","方向","型","列数",,,,
"7U","03","00:通常",34000,10,2,0,0,,,,,,,,,
"7U","04","00:通常",34000,10,2,0,0,,,,,,,,,
"7U","05","00:通常",34000,10,2,0,0,,,,,,,,,
"7U","06","00:通常",34000,10,2,0,0,,,,,,,,,
"7U","07","00:通常",34000,10,2,0,0,,,,,,,,,
"7U","08","00:通常",34000,10,2,0,0,,,,,,,,,
"7U","09","00:通常",34000,10,2,0,0,,,,,,,,,
"7U",10,"00:通常",34000,10,2,0,0,,,,,,,,,
"7U",11,"00:通常",34000,10,2,0,0,,,,,,,,,
"7U",12,"00:通常",34000,10,2,0,0,,,,,,,,,
"7U",13,"00:通常",34000,10,2,0,0,,,,,,,,,
"7U",14,"00:通常",34000,10,2,0,0,,,,,,,,,
"7U",15,"00:通常",34000,10,2,0,0,,,,,,,,,
"7U",16,"00:通常",58000,18,2,0,0,,,,,,,,,
"7U",17,"00:通常",58000,18,2,0,0,,,,,,,,,
"7U",18,"00:通常",58000,18,2,0,0,,,,,,,,,
"7U",20,"00:通常",18000,6,0,0,0,,,,,,,,,
"7U",21,"00:通常",27000,9,0,0,0,,,,,,,,,
"7U",22,"00:通常",27000,9,0,0,0,,,,,,,,,
"7U",23,"00:通常",18000,6,0,0,0,,,,,,,,,
"7U",24,"00:通常",18000,6,0,0,0,,,,,,,,,
"7U",25,"00:通常",9000,3,0,0,0,,,,,,,,,
"7U",26,"00:通常",0,0,0,0,,,,,,,,,,
"7U",27,"00:通常",0,0,0,0,,,,,,,,,,
"7U",28,"00:通常",0,0,0,0,,,,,,,,,,
"7U",29,"00:通常",0,0,0,0,,,,,,,,,,
"7U",30,"00:通常",,,,,,,,,,,,,,
"7U",31,"00:通常",,,,,,,,,,,,,,
"7U",32,"00:通常",,,,,,,,,,,,,,
"7U",33,"00:通常",,,,,,,,,,,,,,
"7U",34,"00:通常",,,,,,,,,,,,,,
"7U",35,"00:通常",,,,,,,,,,,,,,
"7U",36,"00:通常",,,,,,,,,,,,,,
"7U",37,"00:通常",,,,,,,,,,,,,,
"7U","ZZ","00:通常",,,,,,,,,,,,,,
"7Z","01","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z","02","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z","03","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z","04","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z","05","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z","06","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z","07","10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z","08","00:通常",0,0,0,0,,,,,,,,,,
"7Z","09","10:引当不可",0,0,0,0,,,,,,,,,,
"7Z",10,"10:引当不可",0,0,0,0,,,,,,,,,,
"7Z",11,"10:引当不可",0,0,0,0,,,,,,,,,,
"7Z",12,"10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z",13,"10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z",14,"00:通常",30000,10,0,0,0,,,,,,,,,
"7Z",15,"10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z",16,"10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z",17,"10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z",18,"10:引当不可",30000,10,0,0,0,,,,,,,,,
"7Z",19,"10:引当不可",0,0,0,0,,,,,,,,,,
"7Z",20,"10:引当不可",0,0,0,0,,,,,,,,,,
"7Z",21,"10:引当不可",0,0,0,0,,,,,,,,,,
"7Z",22,"10:引当不可",0,0,0,0,,,,,,,,,,
"7Z","Z1","00:通常",0,0,0,0,,,,,,,,,,
"7Z","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"8A","0 ","00:通常",,,,,,,,,,,,,,
"8A","01","00:通常",24000,8,0,0,0,,,,,,,,,
"8A","02","00:通常",24000,8,0,0,0,,,,,,,,,
"8A","03","00:通常",24000,8,0,0,0,,,,,,,,,
"8A","04","00:通常",24000,8,0,0,0,,,,,,,,,
"8A","05","00:通常",24000,8,0,0,0,,,,,,,,,
"8A","06","00:通常",96000,32,0,0,0,,,,,,,,,
"8A","07","00:通常",90000,30,0,0,0,,,,,,,,,
"8A","08","00:通常",0,0,0,0,,,,,,,,,,
"8A","09","00:通常",0,0,0,0,,,,,,,,,,
"8A",10,"00:通常",21000,7,0,0,0,,,,,,,,,
"8A",11,"00:通常",18000,6,0,0,0,,,,,,,,,
"8A",12,"00:通常",18000,6,0,0,0,,,,,,,,,
"8A",13,"00:通常",18000,6,0,0,0,,,,,,,,,
"8A",14,"00:通常",18000,6,0,0,0,,,,,,,,,
"8A",15,"00:通常",18000,6,0,0,0,,,,,,,,,
"8A","A0","00:通常",0,0,0,0,,,,,,,,,,
"8B","0 ","00:通常",,,,,,,,,,,,,,
"8B","01","00:通常",16000,4,2,0,0,,,,,,,,,
"8B","02","00:通常",16000,4,2,0,0,,,,,,,,,
"8B","03","00:通常",16000,4,2,0,0,,,,,,,,,
"8B","04","00:通常",16000,4,2,0,0,,,,,,,,,
"8B","05","00:通常",16000,4,2,0,0,,,,,,,,,
"8B","06","00:通常",16000,4,2,0,0,,,,,,,,,
"8B","07","00:通常",16000,4,2,0,0,,,,,,,,,
"8B","08","00:通常",16000,4,2,0,0,,,,,,,,,
"8B","09","00:通常",16000,4,2,0,0,,,,,,,,,
"8B",10,"00:通常",16000,4,2,0,0,,,,,,,,,
"8B","B0","00:通常",0,0,0,0,,,,,,,,,,
"8C","01","00:通常",0,0,0,0,,,,,,,,,,
"8C","02","00:通常",0,0,0,0,,,,,,,,,,
"8C","03","00:通常",0,0,0,0,,,,,,,,,,
"8C","04","00:通常",0,0,0,0,,,,,,,,,,
"8C","05","00:通常",0,0,0,0,,,,,,,,,,
"8C","06","00:通常",0,0,0,0,,,,,,,,,,
"8C","07","00:通常",0,0,0,0,,,,,,,,,,
"8C","08","00:通常",0,0,0,0,,,,,,,,,,
"8C","09","00:通常",0,0,0,0,,,,,,,,,,
"8C",10,"00:通常",0,0,0,0,,,,,,,,,,
"9A","1A","00:通常",0,0,0,0,,,,,,,,,,
"9A","2A","00:通常",0,0,0,0,,,,,,,,,,
"9A","3A","00:通常",0,0,0,0,,,,,,,,,,
"9A","A1","00:通常",,,,,,,,,,,,,,
"9A","A2","00:通常",,,,,,,,,,,,,,
"9A","A3","00:通常",,,,,,,,,,,,,,
"9A","AA","00:通常",,,,,,,,,,,,,,
"9B","1B","10:引当不可",0,0,0,0,,,,,,,,,,
"9B","2B","00:通常",0,0,0,0,,,,,,,,,,
"9B","3B","00:通常",0,0,0,0,,,,,,,,,,
"9C","3C","00:通常",0,0,0,0,,,,,,,,,,
"9D","NS","00:通常",0,0,0,0,,,,,,,,,,
"9G","1A","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1B","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1C","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1D","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1E","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1F","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1G","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1H","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1I","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1J","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1K","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1L","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1M","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1N","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1O","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","1P","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","2A","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","2B","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","2C","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","2D","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","2E","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","2F","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","2G","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","2H","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","2I","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","2J","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","2K","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","2L","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","2M","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","2N","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","2O","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","2P","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","2Z","00:通常",0,0,0,0,,,,,,,,,,
"9G","3A","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","3B","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","3C","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","3D","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","3E","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","3F","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","3G","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","3H","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","3I","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","3J","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","3K","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","3L","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","3M","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","3N","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","3O","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","3P","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","3Q","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","3R","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","3S","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","3T","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","3Z","00:通常",0,0,0,0,,,,,,,,,,
"9G","4A","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","4B","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","4C","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","4D","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","4E","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","4F","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","4G","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","4H","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","4I","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","4J","00:通常",29000,9,1,0,0,,,,,,,,,
"9G","4K","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","4L","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","4M","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","4N","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","4O","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","4P","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","4Q","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","4R","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","4S","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","4T","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","4Z","00:通常",0,0,0,0,,,,,,,,,,
"9G","5A","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","5B","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","5C","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","5D","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","5E","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","5F","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","5G","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","5H","00:通常",14000,4,1,0,0,,,,,,,,,
"9G","5I","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","5J","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","5K","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","5L","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","5M","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","5N","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","5O","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","5P","00:通常",44000,14,1,0,0,,,,,,,,,
"9G","5Z","00:通常",0,0,0,0,,,,,,,,,,
"9G","6A","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6B","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6C","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6D","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6E","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6F","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6G","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6H","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6I","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6J","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6K","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6L","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6M","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6N","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6O","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","6P","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7A","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7B","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7C","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7D","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7E","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7F","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7G","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7H","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7I","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7J","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7K","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7L","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7M","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7N","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7O","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","7P","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8A","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8B","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8C","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8D","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8E","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8F","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8G","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8H","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8I","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8J","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8K","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8L","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8M","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8N","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8O","00:通常",30000,10,0,0,0,,,,,,,,,
"9G","8P","00:通常",30000,10,0,0,0,,,,,,,,,
"9J",1,"00:通常",0,0,0,0,,,,,,,,,,
"9J","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"9K","YP","00:通常",,,,,,,,,,,,,,
"9L","1A","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1B","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1C","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1D","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1E","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1F","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1G","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1H","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1I","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1J","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1K","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1L","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1M","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1N","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1O","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1P","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1Q","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1R","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1S","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1T","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1U","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1V","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1W","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1X","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1Y","00:通常",15000,5,0,0,0,,,,,,,,,
"9L","1Z","00:通常",0,0,0,0,,,,,,,,,,
"9L","2A","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2B","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2C","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2D","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2E","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2F","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2G","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2H","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2I","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2J","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2K","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2L","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2M","00:通常",30000,10,0,0,0,,,,,,,,,
"9L","2Z","00:通常",0,0,0,0,,,,,,,,,,
"9L","3A","00:通常",27000,9,0,0,0,,,,,,,,,
"9L","3B","00:通常",27000,9,0,0,0,,,,,,,,,
"9L","3C","00:通常",27000,9,0,0,0,,,,,,,,,
"9L","3D","00:通常",27000,9,0,0,0,,,,,,,,,
"9L","3E","00:通常",27000,9,0,0,0,,,,,,,,,
"9L","3F","00:通常",27000,9,0,0,0,,,,,,,,,
"9L","3G","00:通常",27000,9,0,0,0,,,,,,,,,
"9L","3H","00:通常",27000,9,0,0,0,,,,,,,,,
"9L","3I","00:通常",27000,9,0,0,0,,,,,,,,,
"9L","3J","00:通常",21000,7,0,0,0,,,,,,,,,
"9L","3K","00:通常",21000,7,0,0,0,,,,,,,,,
"9L","3L","00:通常",21000,7,0,0,0,,,,,,,,,
"9L","3M","00:通常",21000,7,0,0,0,,,,,,,,,
"9L","3N","00:通常",21000,7,0,0,0,,,,,,,,,
"9L","3O","00:通常",21000,7,0,0,0,,,,,,,,,
"9L","3P","00:通常",21000,7,0,0,0,,,,,,,,,
"9L","3Q","00:通常",21000,7,0,0,0,,,,,,,,,
"9L","3R","00:通常",21000,7,0,0,0,,,,,,,,,
"9L","3Z","00:通常",0,0,0,0,,,,,,,,,,
"9L","4A","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","4B","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","4C","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","4D","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","4E","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","4F","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","4G","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","4H","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","4I","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","4J","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","4Z","00:通常",0,0,0,0,,,,,,,,,,
"9L","5A","00:通常",0,0,0,0,,,,,,,,,,
"9L","5B","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5C","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5D","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5E","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5F","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5G","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5H","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5I","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5J","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5K","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5L","00:通常",36000,12,0,0,0,,,,,,,,,
"9L","5Z","00:通常",10000,2,2,0,0,,,,,,,,,
"9L","6A","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6B","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6C","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6D","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6E","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6F","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6G","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6H","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6I","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6J","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6K","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6L","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","6Z","00:通常",0,0,0,0,,,,,,,,,,
"9L","7A","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7B","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7C","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7D","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7E","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7F","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7G","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7H","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7I","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7J","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7K","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","7Z","00:通常",0,0,0,0,,,,,,,,,,
"9L","8A","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8B","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8C","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8D","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8E","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8F","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8G","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8H","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8I","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8J","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8K","00:通常",50000,16,1,0,0,,,,,,,,,
"9L","8Z","00:通常",0,0,0,0,,,,,,,,,,
"9L",99,"00:通常",0,0,0,0,,,,,,,,,,
"9L","CP","99:使用不可",0,0,0,0,,,,,,,,,,
"9L","LL","10:引当不可",0,0,0,0,,,,,,,,,,
"9L","ZZ","00:通常",0,0,0,0,,,,,,,,,,
"9M","MM","00:通常",0,0,0,0,,,,,,,,,,
"9R","IN","00:通常",0,0,0,0,,,,,,,,,,
"9S","1S","10:引当不可",0,0,0,0,,,,,,,,,,
"9S","NP","00:通常",0,0,0,0,,,,,,,,,,
"9S","SS","00:通常",0,0,0,0,,,,,,,,,,
"KA","NS","00:通常",0,0,0,0,,,,,,,,,,
"OJ",1,"00:通常",14000,4,1,0,0,,,,,,,,,
"R0",1,"10:引当不可",0,0,0,0,,,,,,,,,,
"TD","L-","00:通常",0,0,0,0,,,,,,,,,,
"Z0",0,"20:出荷場",0,0,0,0,,,,,,,,,,
"Z0",1,"20:出荷場",0,0,0,0,,,,,,,,,,
"Z0",2,"20:出荷場",0,0,0,0,,,,,,,,,,
"Z0",3,"20:出荷場",0,0,0,0,,,,,,,,,,
"Z0",4,"20:出荷場",0,0,0,0,,,,,,,,,,
"Z0",5,"20:出荷場",0,0,0,0,,,,,,,,,,
"Z0",50,"20:出荷場",0,0,0,0,,,,,,,,,,
"Z2",0,"00:通常",0,0,0,0,,,,,,,,,,
"Z4",0,"00:通常",0,0,0,0,,,,,,,,,,
"Z6",0,"00:通常",0,0,0,0,,,,,,,,,,
"Z8",0,"00:通常",0,0,0,0,,,,,,,,,,
"Z8",1,"00:通常",0,0,0,0,,,,,,,,,,
"Z8",2,"00:通常",0,0,0,0,,,,,,,,,,
